task_id,iot_id,task_type,task_size_MB,task_gen_time,cpu_frequency_GHz,cpu_cycles_per_bit,IPC,capability_MIPS,delay_deadline_ms,energy_available_mAh,Battery_Level_%,Vibration_G,Signal_Strength_dBm,task_priority_score,Location_Lat,Location_Lon,distance_m,channel_gain_dB,bandwidth_MHz_x,uplink_data_rate_Mbps,uplink_power_transfer_mW,energy_deadline_mJ,Priority_Score,closest_uav_id,mec_uav_lat,mec_uav_lon,mec_uav_area_name,mec_uav_cpu_GHz,mec_uav_obstacle_distance_m,mec_uav_remaining_energy_mAh,mec_uav_weather_condition,mec_uav_temperature_c,mec_uav_humidity_pct,mec_uav_wind_speed_mps,mec_uav_visibility_km,mec_uav_precipitation_mmh,bandwidth_MHz_y,uplink_rate_Mbps,downlink_rate_Mbps,aec_storage_GB,aec_ram_GB
T3204,D123,Video,214.46,2025-01-01 13:01:44,1.38,86566.57,2.32,3201.6,1320,494.82,39.2,0.42,-80.0,0.88,23.779115952864583,90.41797440314554,3511.9566967895967,-163.85350676310014,9.132821898928205,0.131225932666966,123.06,148520532.82,0.53550875,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T652,D123,Video,797.1299999999999,2025-01-01 16:19:30,0.01,452612.3,1.28,307.2,50,99.387,80.1,10.93103045893935,-69.6967948621159,0.14,23.779115952864583,90.41797440314554,3511.9566967895967,-164.64467787524737,8.313597102071327,0.1337599847198952,119.18,962108913.86,0.6851345,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T669,D123,AI,92.31,2025-01-01 00:19:19,1.41,82459.1,2.42,3412.2,730,2972.24,45.8,2.35,-52.0,0.78,23.779115952864583,90.41797440314554,3511.9566967895967,-163.52297879567513,9.127067791694612,0.4894126362091849,137.02,60894396.17,0.64431214,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1568,D123,Sensor,15.66,2025-01-01 17:02:31,0.82,139459.78,0.94,770.8,1996,2827.34,21.0,1.86,-57.0,0.29,23.779115952864583,90.41797440314554,3511.9566967895967,-167.20231246066484,7.577722144413748,0.3459606443595865,114.98,17471521.24,0.40857142,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4686,D123,Sensor,48.41,2025-01-01 05:04:20,1.08,95643.03,1.43,1544.4,1467,1433.01,31.4,2.21,-87.0,0.54,23.779115952864583,90.41797440314554,3511.9566967895967,-164.34626761496713,3.4695421145496,0.2838825437821554,116.72,37040632.66,0.63263047,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T535,D123,Sensor,67.43,2025-01-01 20:42:05,1.22,73095.48,1.79,2183.8,1648,2774.76,72.3,0.43,-95.0,0.4,23.779115952864583,90.41797440314554,3511.9566967895967,-165.0306938781221,2.0249141228172025,0.0804991683273533,110.36,39430625.73,0.54617816,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3991,D123,AI,128.73,2025-01-01 12:13:55,1.24,82795.72,1.81,2244.4,1959,553.99,80.9,3.56,-89.0,0.33,23.779115952864583,90.41797440314554,3511.9566967895967,-166.8968314677297,2.166743241573465,0.210137495557146,112.93,85266344.28,0.4278018,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4287,D124,Video,332.78,2025-01-01 00:36:39,1.15,73590.0,1.3,1495.0,412,2576.16,80.7,3.34,-67.0,0.41,23.7784355579096,90.41868970750248,3598.695926654628,-165.90667785362325,5.490142816022252,0.2450006391060797,113.52,195914241.6,0.7499526,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4794,D124,AI,183.39,2025-01-01 05:52:59,1.57,61439.79,0.87,1365.9,1847,1690.58,88.2,2.22,-73.0,0.49,23.7784355579096,90.41868970750248,3598.695926654628,-167.1056697318126,4.518427687362955,0.2801317756251202,122.2,90139544.7,0.33051136,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2081,D124,AI,197.83,2025-01-01 12:45:00,1.09,78557.63,0.94,1024.6,338,1992.73,99.2,2.17,-95.0,0.18,23.7784355579096,90.41868970750248,3598.695926654628,-167.59455106330407,6.88795684393967,0.2464550379611639,105.14,124328447.54,0.799884,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4449,D124,AI,199.21,2025-01-01 09:31:51,1.66,61583.22,1.47,2440.2,1691,2820.73,99.1,0.46,-72.0,0.27,23.7784355579096,90.41868970750248,3598.695926654628,-165.6598252256088,5.529498763769589,0.2471489827235375,127.52,98143946.05,0.61711127,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1163,D124,AI,95.35,2025-01-01 12:27:10,1.73,46639.26,1.09,1885.7,263,1629.6,34.5,0.16,-53.0,0.45,23.7784355579096,90.41868970750248,3598.695926654628,-163.50147779368885,2.127879976527693,0.4976759501381039,125.41,35576427.53,0.5064523,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2483,D124,Video,345.71,2025-01-01 03:07:26,1.69,52535.97,1.2,2028.0,610,2935.4,25.3,0.97,-85.0,0.54,23.7784355579096,90.41868970750248,3598.695926654628,-167.50488976849587,1.0202096023175256,0.4882958892644071,116.6,145297681.51,0.6608013,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T808,D124,Sensor,62.88,2025-01-01 13:29:04,1.39,61606.59,1.39,1932.1,389,2532.94,23.6,2.64,-63.0,0.8,23.7784355579096,90.41868970750248,3598.695926654628,-164.6044091388819,2.154818314527626,0.0887890532416404,95.82,30990579.03,0.40030575,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T274,D124,AI,136.18,2025-01-01 22:03:02,0.7,143597.76,0.99,693.0,1977,1078.69,39.6,2.17,-84.0,0.58,23.7784355579096,90.41868970750248,3598.695926654628,-164.1144878690579,2.3206504913574726,0.1258802878132715,89.45,156441143.65,0.46997362,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1679,D124,Video,280.4,2025-01-01 20:01:24,0.81,142332.74,2.4,1944.0,620,1579.09,71.2,3.34,-85.0,0.59,23.7784355579096,90.41868970750248,3598.695926654628,-164.73602746600335,7.479266722367821,0.4737244252598425,129.15,319280802.37,0.5578176,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4934,D124,Video,303.92,2025-01-01 05:32:03,1.81,60179.92,0.56,1013.6,518,808.03,98.7,1.43,-75.0,0.37,23.7784355579096,90.41868970750248,3598.695926654628,-162.8346786047762,3.567529373360058,0.1935494983823799,102.1,146319050.29,0.40498683,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3812,D125,AI,99.53,2025-01-01 18:10:02,1.12,76325.11,1.58,1769.6,1128,1748.51,71.9,0.07,-73.0,0.29,23.780543020867917,90.41757197120106,3348.8230090296806,-157.19736197757413,1.842732443308992,0.3251930354710274,117.35,60773105.59,0.50274116,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1985,D125,Sensor,81.26,2025-01-01 21:22:59,0.42,193972.19,0.87,365.4,584,2643.06,62.0,4.92,-59.0,0.75,23.780543020867917,90.41757197120106,3348.8230090296806,-160.11444120695072,7.798410994922104,0.4090386841131364,122.89,126097441.28,0.6302689,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2152,D125,Video,436.81,2025-01-01 09:12:58,0.42,223375.85,2.02,848.4,1151,1240.02,86.4,1.04,-98.0,0.83,23.780543020867917,90.41757197120106,3348.8230090296806,-164.69682156085096,9.46437408959992,0.2618933130603288,86.24,780582440.31,0.554233,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4558,D125,Sensor,37.23,2025-01-01 19:07:11,0.35,272339.09,0.91,318.5,1551,2984.61,21.0,1.05,-87.0,0.43,23.780543020867917,90.41757197120106,3348.8230090296806,-165.3493474627139,1.9043405462069576,0.0574784546343055,100.3,81113474.57,0.7768582,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T846,D125,Video,474.26,2025-01-01 16:36:41,1.06,95988.73,1.44,1526.4,499,356.88,52.7,0.15,-72.0,0.66,23.780543020867917,90.41757197120106,3348.8230090296806,-164.3460344298417,9.667531661444034,0.4226341361985231,141.38,364188920.72,0.54617816,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1065,D125,Video,331.53,2025-01-01 04:25:00,0.23,514262.07,2.09,480.7,1271,1167.5,49.8,1.29,-76.0,0.92,23.780543020867917,90.41757197120106,3348.8230090296806,-162.38173686814264,9.55238281550771,0.3903080400796661,126.34,1363946432.54,0.6198102,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3417,D125,Sensor,72.87,2025-01-01 15:10:41,0.39,216207.73,1.57,612.3,1468,498.63,97.1,2.28,-94.0,0.12,23.780543020867917,90.41757197120106,3348.8230090296806,-163.33370060024106,5.708058679214584,0.0819,106.99,126040458.28,0.6559937,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3564,D125,AI,78.22,2025-01-01 03:37:51,0.3,324103.25,1.17,351.0,1500,2790.69,39.8,0.48,-93.0,0.93,23.780543020867917,90.41757197120106,3348.8230090296806,-163.31880618107678,3.661889273435041,0.4538171427101388,118.98,202810849.72,0.5649868,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4427,D126,Video,365.28,2025-01-01 06:01:01,0.3,398853.58,0.99,297.0,255,1675.05,63.0,2.99,-85.0,0.79,23.78007611593828,90.41744189983784,3398.146614543129,-163.4427022956901,2.242829566434438,0.4356560049978084,93.28,1165545885.62,0.5057354,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2096,D126,Sensor,12.25,2025-01-01 00:15:47,1.18,97769.3,0.53,625.4,477,2793.44,48.3,0.66,-88.0,0.6,23.78007611593828,90.41744189983784,3398.146614543129,-163.4849926296165,8.414681814209292,0.1737705658916343,109.69,9581391.4,0.5397259,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4326,D126,AI,79.9,2025-01-01 01:41:29,0.22,519895.02,2.24,492.8,1542,1639.78,86.9,1.78,-84.0,0.53,23.78007611593828,90.41744189983784,3398.146614543129,-163.1109321227144,6.44265941962362,0.0925,106.81,332316896.78,0.49932525,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T123,D126,Sensor,90.63,2025-01-01 23:10:57,1.92,59990.9,1.66,3187.2,1053,2691.43,61.9,1.81,-58.0,0.93,23.78007611593828,90.41744189983784,3398.146614543129,-161.76331625425928,6.861687556962866,0.2314281790028734,101.76,43495802.14,0.40313125,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4706,D126,AI,118.18,2025-01-01 23:58:34,1.46,65820.02,0.88,1284.8,400,722.71,52.5,3.52,-64.0,0.22,23.78007611593828,90.41744189983784,3398.146614543129,-162.94078720862208,8.747891423149674,0.4437061588745146,113.32,62228879.71,0.5772589,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T860,D126,Video,491.22,2025-01-01 12:33:37,0.58,171433.39,1.5,870.0,899,1852.26,55.5,0.97,-73.0,0.36,23.78007611593828,90.41744189983784,3398.146614543129,-165.8306071814591,4.99549776488074,0.2670857541242283,108.0,673692078.69,0.5165314,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T488,D126,Video,205.08,2025-01-01 03:23:33,1.09,85697.17,0.5,545.0,760,1301.65,30.5,3.9,-92.0,0.82,23.78007611593828,90.41744189983784,3398.146614543129,-161.78757011686022,4.312975676593359,0.1767094315263155,111.03,140598204.99,0.45571956,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4052,D126,Sensor,50.57,2025-01-01 01:50:21,1.37,66244.76,1.32,1808.4,1637,1369.66,80.8,0.16,-99.0,0.4,23.78007611593828,90.41744189983784,3398.146614543129,-161.45673416197636,7.860742272268157,0.1542945494318245,91.26,26799980.11,0.51551926,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1405,D127,AI,103.87,2025-01-01 08:24:28,0.54,191067.08,2.1,1134.0,215,2968.53,67.5,2.29,-51.0,0.42,23.78112094040769,90.41761555539816,3286.0429933407786,-163.4236597563728,3.674981751681818,0.2097657310678736,91.14,158769100.8,0.3994623,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T213,D127,Video,350.65,2025-01-01 12:38:54,1.33,66453.49,1.33,1768.9,1432,996.77,66.0,0.69,-53.0,0.24,23.78112094040769,90.41761555539816,3286.0429933407786,-162.5117867136314,3.9513325523259017,0.4972771706823253,132.05,186415330.15,0.46385872,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T630,D127,Video,419.59,2025-01-01 14:47:46,0.18,594620.21,1.33,239.4,254,1375.74,35.5,3.61,-62.0,0.8,23.78112094040769,90.41761555539816,3286.0429933407786,-164.06326709569973,4.429821123295131,0.4452909292186601,116.93,1995973551.31,0.47478124,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3842,D127,AI,173.36,2025-01-01 18:48:00,0.89,90529.92,1.97,1753.3,319,1163.68,42.5,2.64,-97.0,0.52,23.78112094040769,90.41761555539816,3286.0429933407786,-164.68137962711495,8.707222032066678,0.2961691203846738,127.41,125554135.45,0.6902794,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3476,D127,Video,466.91,2025-01-01 03:35:26,0.93,89262.11,2.39,2222.7,1255,2116.41,57.4,2.45,-72.0,0.93,23.78112094040769,90.41761555539816,3286.0429933407786,-164.43695757035297,8.012038903482459,0.4137863963384802,110.12,333418974.24,0.5131576,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1390,D127,Sensor,41.32,2025-01-01 22:39:43,0.46,230589.09,0.56,257.6,1640,1618.35,22.6,0.27,-55.0,0.33,23.78112094040769,90.41761555539816,3286.0429933407786,-164.301603461686,3.622760899514853,0.1923221632899759,107.83,76223529.59,0.45749077,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3999,D127,AI,93.64,2025-01-01 02:26:40,1.85,50288.33,2.06,3811.0,508,2075.35,45.9,4.1,-54.0,0.62,23.78112094040769,90.41761555539816,3286.0429933407786,-160.24441094936637,2.292511252935576,0.3268448917934057,127.6,37671993.77,0.40692672,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3334,D127,AI,130.27,2025-01-01 03:28:21,1.07,84698.26,2.37,2535.9,805,557.26,54.6,0.22,-79.0,0.62,23.78112094040769,90.41761555539816,3286.0429933407786,-163.27752579564273,4.535138628472325,0.4427379273113436,134.24,88269138.64,0.44146547,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1110,D128,Video,368.38,2025-01-01 08:32:53,0.74,111981.11,2.39,1768.6,1579,2548.87,49.3,0.18,-86.0,0.96,23.779077132176347,90.41727419920072,3505.6397618121696,-165.7475703413888,6.6209657149132894,0.2154588493195413,111.42,330012810.41,0.6213706,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3795,D128,AI,158.72,2025-01-01 01:00:52,1.78,65595.42,1.52,2705.6,1921,1372.51,53.5,3.22,-71.0,0.23,23.779077132176347,90.41727419920072,3505.6397618121696,-164.5958443311325,7.086222655286816,0.4101784993071258,108.8,83290440.5,0.7473801,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4865,D128,AI,151.02,2025-01-01 03:00:34,0.9,127662.65,1.17,1053.0,1221,2087.05,39.3,4.69,-82.0,0.19,23.779077132176347,90.41727419920072,3505.6397618121696,-162.78406304509318,2.8038710713736967,0.3264452828988057,97.86,154236907.22,0.5360991,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4994,D128,Sensor,24.26,2025-01-01 17:06:01,1.05,109049.78,1.84,1932.0,348,901.12,91.1,1.74,-84.0,0.29,23.779077132176347,90.41727419920072,3505.6397618121696,-161.20672509271313,3.24461711893501,0.3269113652422303,115.36,21164381.3,0.6200211,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1989,D128,Video,212.7,2025-01-01 20:10:13,1.16,87743.87,0.91,1055.6,1376,2275.1,40.7,2.66,-89.0,0.25,23.779077132176347,90.41727419920072,3505.6397618121696,-163.02948940560142,9.370910971678155,0.1345,115.75,149304969.19,0.5574803,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3427,D128,AI,165.35,2025-01-01 13:52:42,1.37,83351.19,2.38,3260.6,808,1316.16,80.7,1.28,-74.0,0.61,23.779077132176347,90.41727419920072,3505.6397618121696,-164.16152296125983,4.465538334112071,0.4546672813188946,114.83,110256954.13,0.44610438,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2876,D128,Video,215.37,2025-01-01 14:30:04,1.4,64316.54,1.5,2100.0,215,1775.47,26.7,1.1,-98.0,0.33,23.779077132176347,90.41727419920072,3505.6397618121696,-160.65913952325508,3.82728371830226,0.3992648685981892,127.47,110814825.76,0.5675171,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3215,D128,Video,351.19,2025-01-01 07:32:02,0.49,168779.99,0.84,411.6,909,1511.93,89.4,1.23,-68.0,0.74,23.779077132176347,90.41727419920072,3505.6397618121696,-164.55213317596898,7.261392175690764,0.1042,88.83,474190757.5,0.520116,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4769,D129,Sensor,73.6,2025-01-01 00:23:56,0.47,228799.72,1.04,488.8,614,434.43,81.9,2.07,-69.0,0.31,23.77899619590773,90.41844290597663,3532.950334958672,-164.7944462594304,5.2108937984973736,0.3248358262232133,116.52,134717275.14,0.41962045,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1011,D129,Sensor,68.09,2025-01-01 14:06:30,1.9,42974.1,2.34,4446.0,1448,2460.48,50.7,2.62,-77.0,0.15,23.77899619590773,90.41844290597663,3532.950334958672,-166.53696601581248,3.221217494047401,0.3856558473523147,127.65,23408851.75,0.61795473,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3200,D129,Sensor,47.34,2025-01-01 02:48:34,1.12,72149.82,0.82,918.4,1309,2129.97,25.3,4.13,-58.0,0.55,23.77899619590773,90.41844290597663,3532.950334958672,-165.45470506324736,4.683674395240593,0.4078049991191693,130.03,27324579.83,0.5886031,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T755,D129,AI,144.54,2025-01-01 07:24:51,1.13,72647.99,1.99,2248.7,1330,1463.27,89.3,0.8,-99.0,0.49,23.77899619590773,90.41844290597663,3532.950334958672,-166.54974202896432,2.2977574891550407,0.0898465029969701,107.16,84004323.8,0.61382186,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3372,D129,Sensor,19.9,2025-01-01 18:29:13,0.79,130641.61,0.89,703.1,1383,281.31,69.4,0.66,-91.0,0.57,23.77899619590773,90.41844290597663,3532.950334958672,-166.84047008099387,3.516073304958929,0.3379733282140169,112.46,20798144.31,0.4562256,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1952,D129,Video,302.75,2025-01-01 12:50:05,0.25,382871.11,1.84,460.0,1231,1274.42,29.5,0.16,-81.0,0.29,23.77899619590773,90.41844290597663,3532.950334958672,-164.3934267420109,4.7661629362727735,0.1548391634475344,100.92,927313828.42,0.48869795,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T4377,D129,Video,334.17,2025-01-01 13:20:05,1.18,88327.97,1.23,1451.4,829,2034.91,59.1,0.79,-75.0,0.89,23.77899619590773,90.41844290597663,3532.950334958672,-165.2163386868023,5.661944934101447,0.2531469631630854,96.04,236132461.88,0.41987348,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1942,D129,Video,238.4,2025-01-01 03:40:17,1.0,102325.66,1.39,1390.0,1944,2729.35,20.7,0.86,-79.0,0.93,23.77899619590773,90.41844290597663,3532.950334958672,-161.82205036267382,7.674916188702578,0.2869046787720129,109.18,195155498.75,0.5210438,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3917,D129,Video,401.17,2025-01-01 18:51:56,1.8,45715.1,1.69,3042.0,1233,299.89,61.1,2.45,-52.0,0.68,23.77899619590773,90.41844290597663,3532.950334958672,-163.6209940691176,4.464492323448157,0.0641,118.0,146716213.34,0.6457038,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2513,D130,Video,340.49,2025-01-01 03:09:59,1.73,54159.12,1.03,1781.9,597,2905.89,49.0,0.87,-94.0,0.2,23.77769890232195,90.417244604405,3657.076970110967,-163.37099946296718,5.911341912846597,0.1847929447029986,107.23,147525110.15,0.62120193,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T1757,D130,Sensor,46.33,2025-01-01 13:45:15,0.7,167642.53,2.08,1456.0,438,2192.24,53.5,1.97,-83.0,0.44,23.77769890232195,90.417244604405,3657.076970110967,-163.80768984875718,9.559056689571875,0.4088491106038269,121.18,62135027.32,0.5406115,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3964,D130,Sensor,73.43,2025-01-01 15:20:14,1.72,68706.48,0.92,1582.4,1365,892.91,68.0,1.58,-72.0,0.97,23.77769890232195,90.417244604405,3657.076970110967,-166.91512458459997,8.364846625797032,0.4290573108783013,124.15,40360934.61,0.6200211,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T3607,D130,Sensor,49.74,2025-01-01 05:41:37,1.11,88265.44,1.49,1653.9,602,332.58,35.7,2.77,-70.0,0.2,23.77769890232195,90.417244604405,3657.076970110967,-165.16202834574867,3.133079425507168,0.1985047666492443,106.29,35122583.88,0.6576806,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2562,D130,AI,95.77,2025-01-01 20:43:48,1.91,56844.36,1.15,2196.5,438,1775.28,64.8,0.79,-76.0,0.26,23.77769890232195,90.417244604405,3657.076970110967,-163.9111495155696,2.921349987096568,0.2488088389378748,121.06,43551874.86,0.2706695,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2943,D130,AI,128.2,2025-01-01 22:13:16,0.63,140335.42,0.68,428.4,1369,799.53,64.1,1.93,-76.0,0.9,23.77769890232195,90.417244604405,3657.076970110967,-168.24058653770533,6.964268485130581,0.4240376852918424,122.84,143928006.75,0.4970058,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
T2846,D130,Sensor,28.2,2025-01-01 13:21:46,1.13,93341.56,1.54,1740.2,1894,838.62,32.6,1.62,-60.0,0.82,23.77769890232195,90.417244604405,3657.076970110967,-168.28720217784516,6.357969413281554,0.1403547605470009,105.23,21057855.94,0.43151292,U3,23.78,90.4167,Gulshan,3.65,174.5,116587,Thunderstorm,26.4,85.8,13.52,1.0,33.2,9.57,11.14,20.38,107,23
