task_id,iot_id,task_size_MB,cpu_frequency_GHz,cpu_cycles_per_bit,delay_deadline_ms,Location_Lat,Location_Lon,distance_m,uplink_data_rate_Mbps,uplink_power_transfer_mW,offload_ratio,energy_deadline_mJ,task_gen_time_ms,Priority_Score,closest_mec_uav_id,mec_uav_lat,mec_uav_lon,closest_mec_uav_area,mec_uav_cpu_GHz,mec_uav_obstacle_distance_m,mec_uav_remaining_energy_mAh,mec_uav_weather_condition,mec_uav_wind_speed_mps,mec_uav_visibility_km,mec_uav_precipitation_mmh,mec_uav_humidity_pct,mec_uav_temperature_c
T2986,D41,1772.97,1.09,97954.71,916,23.748057793200324,90.43476332994094,7282.345909933915,0.2206800369499245,100.71,0.7,1389366097.51,1735755467000.0,0.5454638,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1090,D41,191.05,1.28,73627.1,1030,23.748057793200324,90.43476332994094,7282.345909933915,0.4869024054520963,121.66,0.8,112531659.64,1735764131000.0,0.5009484,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T4128,D41,39.13,0.89,91888.05,673,23.748057793200324,90.43476332994094,7282.345909933915,0.4666507105680836,120.52,0.76,28764635.17,1735698815000.0,0.4874002,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2947,D41,562.17,1.91,53103.43,1582,23.748057793200324,90.43476332994094,7282.345909933915,0.4973905990846312,134.42,0.85,238825241.94,1735762996000.0,0.40386605,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T365,D41,1299.43,1.88,58001.3,1855,23.748057793200324,90.43476332994094,7282.345909933915,0.2795970376440428,116.56,0.71,602949034.07,1735731554000.0,0.5391929,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T3871,D41,29.4955,5.0,93071.99,10000,23.748057793200324,90.43476332994094,7282.345909933915,0.418223407184178,128.2,0.77,439232780.97,1735735673000.0,0.44222674,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1770,D42,439.61,0.59,152099.46,636,23.74708612487729,90.43411635304456,7365.180535176935,0.2547720699871189,97.38,0.6,534915548.88,1735717851000.0,0.55107665,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2417,D42,74.46,0.2,570508.53,1934,23.74708612487729,90.43411635304456,7365.180535176935,0.4736305827187027,114.57,0.77,339840521.15,1735725621000.0,0.43332365,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T4697,D42,13.54,0.44,226639.1,1332,23.74708612487729,90.43411635304456,7365.180535176935,0.4936957252664237,136.92,0.79,24549547.31,1735702935000.0,0.5823923,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2364,D42,1139.02,0.96,84918.72,1458,23.74708612487729,90.43411635304456,7365.180535176935,0.4450067895733848,113.71,0.86,773792963.64,1735741666000.0,0.47857454,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2611,D42,810.11,0.39,234325.61,1842,23.74708612487729,90.43411635304456,7365.180535176935,0.3295234690468719,117.93,0.71,1518636159.34,1735773169000.0,0.53218657,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1132,D42,821.64,0.99,95420.85,1362,23.74708612487729,90.43411635304456,7365.180535176935,0.4950292711028657,118.68,0.87,627212697.55,1735764764000.0,0.4301882,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T731,D42,1362.66,1.9,54310.98,1151,23.74708612487729,90.43411635304456,7365.180535176935,0.4926842236311476,132.53,0.93,592059200.05,1735735757000.0,0.5596313,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T4469,D42,16.32,0.67,134267.28,570,23.74708612487729,90.43411635304456,7365.180535176935,0.2637855802148862,109.82,0.56,17529936.08,1735721976000.0,0.49134853,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T436,D43,351.41,0.8,107977.0,266,23.745411837770305,90.4323047275778,7491.385447603694,0.1866971360727443,108.08,0.52,303553580.56,1735692365000.0,0.47814873,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1058,D43,199.13,0.84,106717.35,1567,23.745411837770305,90.4323047275778,7491.385447603694,0.1343393350873304,98.7,0.45,170005007.24,1735704306000.0,0.40506604,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T3962,D43,1630.67,1.88,57275.05,473,23.745411837770305,90.4323047275778,7491.385447603694,0.3546555873846083,113.49,0.82,747173646.27,1735706304000.0,0.5244061,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T759,D43,685.23,0.27,436719.49,665,23.745411837770305,90.4323047275778,7491.385447603694,0.0656589426290468,111.78,0.44,2394026369.06,1735696973000.0,0.6021726,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T4081,D43,938.49,0.3,302392.37,886,23.745411837770305,90.4323047275778,7491.385447603694,0.3937225227959736,119.05,0.78,2270337722.57,1735720382000.0,0.3457638,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1954,D43,665.39,0.33,361931.41,608,23.745411837770305,90.4323047275778,7491.385447603694,0.0885,93.86,0.46,1926604327.2,1735733743000.0,0.5668312,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T85,D43,440.83,1.7,62216.78,1694,23.745411837770305,90.4323047275778,7491.385447603694,0.1694173744395795,115.88,0.51,219416185.02,1735690434000.0,0.4891421,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T97,D43,587.65,0.46,174830.58,1626,23.745411837770305,90.4323047275778,7491.385447603694,0.2740987793406813,106.24,0.63,821913522.7,1735753880000.0,0.6159143,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T3468,D43,449.77,0.17,686494.28,951,23.745411837770305,90.4323047275778,7491.385447603694,0.0938448190798523,107.09,0.44,2470116258.52,1735727392000.0,0.3579184,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2493,D43,94.15,1.37,77793.4,435,23.745411837770305,90.4323047275778,7491.385447603694,0.0663339511891204,99.9,0.37,58593988.88,1735755873000.0,0.3865244,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T4872,D43,844.18,1.17,94433.76,1775,23.745411837770305,90.4323047275778,7491.385447603694,0.2659110609130969,124.18,0.65,637752732.13,1735747453000.0,0.4796971,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2942,D44,967.99,1.46,81989.74,963,23.74397591504015,90.43297139082196,7663.451682115192,0.4490403063231796,136.99,0.84,634921987.38,1735697090000.0,0.58018583,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T742,D44,732.88,0.14,751768.02,620,23.74397591504015,90.43297139082196,7663.451682115192,0.2337414914309898,112.37,0.61,4407645971.98,1735741621000.0,0.5420187,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2218,D44,1440.24,0.61,149345.76,1921,23.74397591504015,90.43297139082196,7663.451682115192,0.1401257048835215,78.52,0.59,1720749899.06,1735722772000.0,0.5133353,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2486,D44,43.2,0.94,113560.46,1235,23.74397591504015,90.43297139082196,7663.451682115192,0.2337578065114942,108.85,0.53,39246494.98,1735743754000.0,0.39198238,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1141,D44,460.48,0.34,284051.06,997,23.74397591504015,90.43297139082196,7663.451682115192,0.3751855144498449,113.83,0.72,1046398656.87,1735746172000.0,0.34769925,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T269,D44,475.94,0.24,378944.4,1793,23.74397591504015,90.43297139082196,7663.451682115192,0.1084,104.24,0.46,1442838381.89,1735715936000.0,0.5583152,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2868,D44,1218.94,0.97,121444.0,544,23.74397591504015,90.43297139082196,7663.451682115192,0.0978,113.3,0.52,1184263594.88,1735770787000.0,0.53582525,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2842,D44,1289.65,0.78,110988.23,1905,23.74397591504015,90.43297139082196,7663.451682115192,0.2582518822592834,107.49,0.69,1145087766.56,1735701139000.0,0.5429864,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2382,D44,1320.91,1.11,73075.35,1038,23.74397591504015,90.43297139082196,7663.451682115192,0.3545124053242092,116.56,0.79,772207684.55,1735775590000.0,0.44350415,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1986,D45,608.46,0.27,357580.08,536,23.742017235928653,90.43501827691584,7930.925537261193,0.3261907249310344,119.47,0.68,1740585403.81,1735736685000.0,0.34978953,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2488,D45,68.74,1.78,49517.1,1431,23.742017235928653,90.43501827691584,7930.925537261193,0.3370195728574485,121.65,0.64,27230443.63,1735727632000.0,0.3496734,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1540,D45,94.13,0.19,495206.52,784,23.742017235928653,90.43501827691584,7930.925537261193,0.1245730649878485,109.66,0.43,372910317.82,1735712206000.0,0.45809746,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T3642,D45,5425.950000000001,5.0,259593.97,10000,23.742017235928653,90.43501827691584,7930.925537261193,0.2924308885883898,106.18,0.78,3756117070.72,1735740093000.0,0.2820874,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1981,D45,947.15,1.78,56521.17,332,23.742017235928653,90.43501827691584,7930.925537261193,0.2200652308045503,121.41,0.62,428272209.32,1735736698000.0,0.5537863,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T4637,D45,691.13,0.48,178666.94,1327,23.742017235928653,90.43501827691584,7930.925537261193,0.0997229163052308,107.06,0.47,987856657.94,1735691509000.0,0.37766004,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T1637,D45,185.21,0.16,624792.46,900,23.742017235928653,90.43501827691584,7930.925537261193,0.1076281983095574,86.8,0.42,925742492.13,1735733749000.0,0.47222626,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T4953,D45,341.24,1.64,50130.73,514,23.742017235928653,90.43501827691584,7930.925537261193,0.3404045367096876,106.43,0.67,136852882.44,1735750845000.0,0.377931,U0,23.745981,90.434497,Motijheel CBD,2.36,176.3,22163,thunderstorm,12.2,1.3,75.8,91,28.8
T2304,D46,1653.97,1.14,92980.78,403,23.74598592822521,90.37039658409616,8336.516367895292,0.4807492867620731,122.68,0.95,1230299365.57,1735731431000.0,0.5625732,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3070,D46,1137.08,1.69,51211.26,1361,23.74598592822521,90.37039658409616,8336.516367895292,0.102,108.88,0.52,465850396.17,1735699564000.0,0.57813424,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T474,D46,89.24,0.88,97510.23,293,23.74598592822521,90.37039658409616,8336.516367895292,0.2727006948931539,121.71,0.58,69614503.4,1735716828000.0,0.37584072,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T53,D46,413.98,1.85,47711.2,1678,23.74598592822521,90.37039658409616,8336.516367895292,0.1615668924800359,125.0,0.5,158011860.61,1735695009000.0,0.29393235,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1028,D46,982.69,0.4,222566.46,215,23.74598592822521,90.37039658409616,8336.516367895292,0.1767237040934957,107.86,0.58,1749710676.62,1735715196000.0,0.53617364,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1995,D46,85.98,0.54,156704.14,1806,23.74598592822521,90.37039658409616,8336.516367895292,0.1510044199992367,108.07,0.46,107787375.66,1735730073000.0,0.54472834,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1803,D46,743.11,1.28,92829.83,997,23.74598592822521,90.37039658409616,8336.516367895292,0.2955611660243969,102.52,0.67,551862199.77,1735748571000.0,0.59226304,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3342,D46,400.69,1.09,94886.4,917,23.74598592822521,90.37039658409616,8336.516367895292,0.0755208396475064,105.76,0.42,304160252.93,1735774033000.0,0.50083226,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1138,D46,88.26,1.23,84808.55,1995,23.74598592822521,90.37039658409616,8336.516367895292,0.3841238258542225,122.75,0.69,59881620.98,1735773397000.0,0.57391495,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T940,D46,105.28,0.25,461001.29,1973,23.74598592822521,90.37039658409616,8336.516367895292,0.3230284790640315,125.04,0.63,388273726.49,1735760399000.0,0.43669134,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3854,D47,893.54,1.89,57980.17,1314,23.74577531598188,90.3707452574774,8338.482496818278,0.2231739416809199,119.93,0.61,414460808.81,1735695856000.0,0.5218513,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3542,D47,654.62,1.02,93738.27,1379,23.74577531598188,90.3707452574774,8338.482496818278,0.1480326222739699,110.23,0.51,490903570.46,1735732619000.0,0.35834423,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T321,D47,94.5,0.5,201610.79,562,23.74577531598188,90.3707452574774,8338.482496818278,0.291343694569378,118.16,0.6,152417757.24,1735690953000.0,0.5371414,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T473,D47,6.65,1.38,73345.63,1057,23.74577531598188,90.3707452574774,8338.482496818278,0.4798187448207713,125.97,0.77,3901987.52,1735705038000.0,0.35044757,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3197,D47,1625.12,1.56,76222.79,978,23.74577531598188,90.3707452574774,8338.482496818278,0.368647764534902,117.24,0.83,990969443.88,1735709989000.0,0.4853486,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3640,D47,1911.37,0.23,427202.34,899,23.74577531598188,90.3707452574774,8338.482496818278,0.1757100370088373,112.29,0.67,6532333892.85,1735746172000.0,0.4241109,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T98,D47,181.45,1.05,86212.57,1280,23.74577531598188,90.3707452574774,8338.482496818278,0.3843130279989913,114.53,0.7,125146166.61,1735736101000.0,0.34038323,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3245,D47,1186.0,0.38,217429.38,575,23.74577531598188,90.3707452574774,8338.482496818278,0.2768184064559463,101.48,0.7,2062969957.44,1735767713000.0,0.38764697,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4661,D47,75.92,0.73,150380.39,1605,23.74577531598188,90.3707452574774,8338.482496818278,0.1375,99.03,0.44,91335033.67,1735723677000.0,0.5976049,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1836,D47,1414.24,0.54,212178.0,1048,23.74577531598188,90.3707452574774,8338.482496818278,0.327891249826205,118.11,0.77,2400564917.76,1735729700000.0,0.442459,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4206,D47,165.46,1.6,55444.52,1639,23.74577531598188,90.3707452574774,8338.482496818278,0.1552525925537899,112.66,0.47,73390802.23,1735775453000.0,0.32598343,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2459,D48,342.26,0.11,809893.7,1784,23.7450854147873,90.373705938108,8256.378379786398,0.2343464876806806,121.39,0.57,2217553742.1,1735706093000.0,0.3175836,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T588,D48,10.76,0.54,200659.26,1390,23.7450854147873,90.373705938108,8256.378379786398,0.2653104177303654,136.03,0.56,17272749.1,1735706282000.0,0.30353218,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4780,D48,167.97,1.67,58147.76,1551,23.7450854147873,90.373705938108,8256.378379786398,0.4096885454962144,124.36,0.72,78136633.98,1735765949000.0,0.536793,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3007,D48,318.72,0.89,96854.32,1625,23.7450854147873,90.373705938108,8256.378379786398,0.3110307904238399,105.56,0.64,246955270.96,1735767000000.0,0.366357,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4178,D48,85.49,1.5,76858.82,640,23.7450854147873,90.373705938108,8256.378379786398,0.203043386651087,105.32,0.51,52565284.17,1735724014000.0,0.51782554,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1198,D48,966.6,0.43,202563.53,1092,23.7450854147873,90.373705938108,8256.378379786398,0.3457618692002674,129.34,0.74,1566383264.78,1735740859000.0,0.6127014,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2032,D48,1957.65,0.54,213429.45,1820,23.7450854147873,90.373705938108,8256.378379786398,0.1364427857224994,116.29,0.64,3342561302.34,1735762863000.0,0.36364737,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T901,D48,358.53,1.5,65424.43,968,23.7450854147873,90.373705938108,8256.378379786398,0.4202567175273862,124.22,0.75,187652967.1,1735724070000.0,0.53400594,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T197,D49,1668.66,1.72,59315.01,1288,23.74523097447532,90.37036626594684,8410.218791451682,0.1406436307997868,96.37,0.61,791812676.69,1735717941000.0,0.5193352,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1260,D49,998.38,0.46,186787.81,1874,23.74523097447532,90.37036626594684,8410.218791451682,0.3013393228925321,122.37,0.7,1491881709.98,1735697677000.0,0.44447187,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1590,D49,1701.26,1.17,74518.19,1243,23.74523097447532,90.37036626594684,8410.218791451682,0.1423076647512842,106.83,0.62,1014198527.36,1735721822000.0,0.6009726,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4439,D49,1890.77,1.24,90626.69,242,23.74523097447532,90.37036626594684,8410.218791451682,0.1965033621407079,112.39,0.69,1370833813.21,1735690401000.0,0.5640442,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1970,D49,451.32,1.07,109103.61,346,23.74523097447532,90.37036626594684,8410.218791451682,0.2401198108968228,132.82,0.58,393925130.12,1735709169000.0,0.36407316,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T996,D49,59.54,1.47,74700.45,1777,23.74523097447532,90.37036626594684,8410.218791451682,0.2153387917886796,107.61,0.52,35581318.34,1735767070000.0,0.4959162,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4426,D49,69.29,1.24,67975.7,1637,23.74523097447532,90.37036626594684,8410.218791451682,0.4702399458856769,105.65,0.77,37680290.02,1735710031000.0,0.38466638,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3002,D49,1783.81,1.65,54155.7,724,23.74523097447532,90.37036626594684,8410.218791451682,0.1505708359210414,115.51,0.63,772827833.74,1735768494000.0,0.4385494,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4249,D49,34.29,0.72,126939.63,1319,23.74523097447532,90.37036626594684,8410.218791451682,0.1310674261964212,95.23,0.43,34822079.3,1735703141000.0,0.48116803,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2760,D49,8.44,1.12,101944.82,1773,23.74523097447532,90.37036626594684,8410.218791451682,0.2828913533901006,97.89,0.58,6883314.25,1735757453000.0,0.55850875,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2834,D50,1719.33,1.54,64503.95,1905,23.743621843177053,90.37156022918684,8504.481034101847,0.4770121968605023,131.36,0.95,887228610.83,1735758311000.0,0.54108965,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4883,D50,872.96,1.29,85669.7,1112,23.743621843177053,90.37156022918684,8504.481034101847,0.2764979628966331,114.51,0.66,598289770.5,1735710307000.0,0.40464023,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T847,D50,1000.31,1.88,43584.35,707,23.743621843177053,90.37156022918684,8504.481034101847,0.481718514655127,117.59,0.88,348782889.19,1735694547000.0,0.42093676,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3863,D50,70.11,1.31,70856.89,1025,23.743621843177053,90.37156022918684,8504.481034101847,0.1356599317088253,110.32,0.44,39742212.46,1735770971000.0,0.3915566,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1368,D50,819.6,1.23,82526.29,551,23.743621843177053,90.37156022918684,8504.481034101847,0.0546153708718646,113.0,0.44,541108378.27,1735696910000.0,0.44106546,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T392,D50,118.11,1.53,64673.81,1860,23.743621843177053,90.37156022918684,8504.481034101847,0.1863253421133095,125.57,0.5,61108989.59,1735760258000.0,0.6398365,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3421,D50,979.52,1.91,55332.15,1941,23.743621843177053,90.37156022918684,8504.481034101847,0.3371893310237104,123.43,0.73,433591580.54,1735765142000.0,0.53191566,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T87,D50,1322.87,0.22,438789.54,356,23.743621843177053,90.37156022918684,8504.481034101847,0.316422504450766,106.82,0.75,4643692150.24,1735740362000.0,0.5211932,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2245,D51,84.41,0.68,142908.7,827,23.7464034329238,90.37211735350256,8207.674845088733,0.1587760091524783,92.29,0.46,96503386.94,1735694895000.0,0.5455412,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3599,D51,1823.68,0.87,112902.33,822,23.7464034329238,90.37211735350256,8207.674845088733,0.3477083681137415,125.25,0.83,1647181769.4,1735727974000.0,0.4459041,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T887,D51,35.26,1.69,49734.35,1866,23.7464034329238,90.37211735350256,8207.674845088733,0.4236112928380413,115.28,0.72,14029065.45,1735720228000.0,0.5220835,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4115,D51,118.95,0.17,682951.09,1275,23.7464034329238,90.37211735350256,8207.674845088733,0.3592383663928813,107.83,0.66,649896257.24,1735763135000.0,0.59268886,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T800,D51,8.55,1.49,70251.94,1745,23.7464034329238,90.37211735350256,8207.674845088733,0.3775358996996327,122.01,0.67,4805232.7,1735758824000.0,0.64866215,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4215,D51,750.44,0.95,106850.19,1628,23.7464034329238,90.37211735350256,8207.674845088733,0.1884230540650019,106.1,0.56,641477252.67,1735714443000.0,0.55521846,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T827,D51,49.22,1.77,57113.11,720,23.7464034329238,90.37211735350256,8207.674845088733,0.2881437395934543,113.9,0.59,22488858.19,1735697046000.0,0.44404605,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2681,D51,1829.34,1.83,64334.65,663,23.7464034329238,90.37211735350256,8207.674845088733,0.0692173911538254,101.66,0.56,941519589.05,1735690795000.0,0.49529684,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2116,D51,610.97,0.79,123161.38,561,23.7464034329238,90.37211735350256,8207.674845088733,0.2115866024199417,124.54,0.57,601983266.71,1735755508000.0,0.62644315,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
